name;essround;edition;proddate;idno;cntry;dweight;pweight;polintr;psppsgva;psppipla;trstprl;trstplt;trstprt;vote;pbldmna;clsprty;gndr;agea;edulvlb;hinctnta;prob;stratum;psu
ESS11e01;11;10;20062024;79865;AT;10046444;33091453;2;2;3;3;2;2;1;2;2;2;35;322;1;68259385;8;376
ESS11e01;11;10;20062024;79881;AT;10159594;33091453;3;3;3;9;8;8;1;2;1;2;44;322;5;67499164;64;109
ESS11e01;11;10;20062024;79884;AT;6494271;33091453;1;2;2;8;8;6;1;2;1;2;66;322;4;10559523;10;385
ESS11e01;11;10;20062024;79900;AT;7438183;33091453;1;3;2;8;7;7;1;2;1;2;87;322;4;9219511;30;700
ESS11e01;11;10;20062024;79908;AT;1112123;33091453;1;2;2;8;5;5;1;2;1;1;69;800;7;6166261;101;274
ESS11e01;11;10;20062024;79918;AT;13096625;33091453;2;3;3;7;7;6;1;2;2;1;80;322;7;52361895;36;811
ESS11e01;11;10;20062024;79927;AT;7956006;33091453;3;2;3;5;5;5;1;2;2;2;48;800;10;86194515;9;381
ESS11e01;11;10;20062024;79939;AT;69352174;33091453;2;3;3;3;6;5;1;2;1;1;68;212;2;988814;35;779
ESS11e01;11;10;20062024;79940;AT;41370142;33091453;2;2;2;2;2;2;1;2;2;2;84;212;2;16576303;108;319
ESS11e01;11;10;20062024;79960;AT;94841164;33091453;1;2;3;8;3;3;1;2;1;1;63;322;8;7230658;39;9
ESS11e01;11;10;20062024;79980;AT;29090903;33091453;3;2;2;3;3;3;3;2;2;2;41;212;8;23573145;5;358
ESS11e01;11;10;20062024;79985;AT;18296943;33091453;4;2;1;5;5;5;2;2;2;2;30;322;6;37479706;69;144
ESS11e01;11;10;20062024;79996;AT;44314238;33091453;2;3;3;6;5;5;1;2;1;1;70;610;5;15475028;77;177
ESS11e01;11;10;20062024;79997;AT;13850077;33091453;3;1;1;2;0;0;3;2;2;1;63;322;2;49513375;33;458
ESS11e01;11;10;20062024;80057;AT;12305607;33091453;1;1;2;6;6;6;1;2;1;2;84;322;7;55727776;79;184
ESS11e01;11;10;20062024;80070;AT;13870435;33091453;3;2;2;4;3;2;1;2;2;2;65;322;7;494407;35;758
ESS11e01;11;10;20062024;80104;AT;5484398;33091453;3;2;2;8;3;3;1;2;1;2;80;322;2;12503908;46;34
ESS11e01;11;10;20062024;80116;AT;13706495;33091453;3;3;3;5;4;3;2;2;2;2;32;322;4;5003205;3;351
ESS11e01;11;10;20062024;80118;AT;4114013;33091453;3;3;3;5;5;7;1;2;1;2;65;620;2;16668981;89;225
ESS11e01;11;10;20062024;80120;AT;41601872;33091453;2;3;3;4;2;2;1;2;1;1;75;322;3;16483971;94;244
ESS11e01;11;10;20062024;80122;AT;99821126;33091453;3;2;2;6;4;5;2;2;2;1;74;322;7;6869929;48;42
ESS11e01;11;10;20062024;80140;AT;11851145;33091453;3;1;1;5;4;4;2;2;2;2;64;322;2;5786479;107;316
ESS11e01;11;10;20062024;80209;AT;48294932;33091453;2;3;3;3;5;5;1;2;1;2;42;212;1;14199504;17;412
ESS11e01;11;10;20062024;80229;AT;96694636;33091453;3;2;2;7;7;7;1;2;2;2;84;212;2;7092059;61;104
ESS11e01;11;10;20062024;80264;AT;12197962;33091453;3;1;1;1;0;0;1;2;1;2;62;212;4;5621956;69;151
ESS11e01;11;10;20062024;80267;AT;82740283;33091453;2;2;4;9;7;8;1;1;1;2;90;322;9;82881516;108;318
ESS11e01;11;10;20062024;80298;AT;41601875;33091453;3;3;3;3;2;2;1;2;2;2;58;213;3;16483968;94;247
ESS11e01;11;10;20062024;80302;AT;7227953;33091453;2;2;2;3;7;5;1;2;1;2;74;212;3;9487666;115;345
ESS11e01;11;10;20062024;80326;AT;80085814;33091453;3;3;2;4;0;0;2;2;2;2;62;212;5;85628656;112;336
ESS11e01;11;10;20062024;80334;AT;69352174;33091453;1;2;3;7;5;3;1;2;1;1;72;720;4;988814;35;762
ESS11e01;11;10;20062024;80353;AT;12718351;33091453;1;5;2;6;7;5;1;2;1;1;56;720;4;5391926;1;445
ESS11e01;11;10;20062024;80358;AT;48347318;33091453;3;2;2;5;3;3;1;2;2;2;70;322;3;14184118;61;100
ESS11e01;11;10;20062024;80447;AT;7956006;33091453;2;3;3;6;6;6;2;2;2;1;63;212;5;86194515;9;382
ESS11e01;11;10;20062024;80450;AT;6098981;33091453;2;3;3;2;1;1;1;2;2;2;68;322;3;11243912;69;144
ESS11e01;11;10;20062024;80457;AT;10841929;33091453;4;4;3;7;5;6;3;2;2;2;34;322;7;6325111;115;344
ESS11e01;11;10;20062024;80477;AT;8772065;33091453;2;2;3;5;4;5;2;2;1;2;78;322;7;781759;96;252
ESS11e01;11;10;20062024;80480;AT;5811279;33091453;1;2;1;10;6;6;1;2;1;1;64;313;6;11800571;75;162
ESS11e01;11;10;20062024;80484;AT;5560615;33091453;3;3;3;3;2;0;1;2;2;2;26;322;3;12332522;101;278
ESS11e01;11;10;20062024;80570;AT;49630266;33091453;1;3;3;5;6;6;1;2;1;2;65;322;2;13817456;7;373
ESS11e01;11;10;20062024;80576;AT;16778741;33091453;3;2;2;9;4;1;1;2;1;2;35;620;8;40871007;76;168
ESS11e01;11;10;20062024;80580;AT;10381324;33091453;3;2;1;5;2;2;1;2;2;2;67;212;7;66057476;64;113
ESS11e01;11;10;20062024;80585;AT;9982112;33091453;1;2;2;6;4;5;1;2;1;2;90;212;3;68699295;48;39
ESS11e01;11;10;20062024;80610;AT;48294935;33091453;1;3;3;2;3;3;1;2;1;1;68;212;5;14199503;17;409
ESS11e01;11;10;20062024;80613;AT;3775131;33091453;2;1;3;7;6;6;1;2;2;1;49;322;4;18165305;7;372
ESS11e01;11;10;20062024;80751;AT;11121229;33091453;3;2;2;5;5;5;2;2;2;2;33;322;7;6166262;101;289
ESS11e01;11;10;20062024;80784;AT;1928303;33091453;3;2;2;4;2;1;1;2;2;2;43;422;8;35563085;41;16
ESS11e01;11;10;20062024;80787;AT;3637978;33091453;3;2;2;4;2;2;1;2;2;1;71;322;6;18850141;61;99
ESS11e01;11;10;20062024;80789;AT;8841214;33091453;3;2;2;6;4;3;1;2;2;2;58;322;8;7756447;60;98
ESS11e01;11;10;20062024;80820;AT;41601875;33091453;2;2;3;1;0;0;2;2;2;2;77;322;2;16483968;94;243
ESS11e01;11;10;20062024;80860;AT;7803352;33091453;3;1;1;0;0;0;3;2;2;2;60;720;1;87880704;63;500
ESS11e01;11;10;20062024;80866;AT;33329082;33091453;3;3;3;7;6;6;1;2;2;1;73;322;10;20575547;114;341
ESS11e01;11;10;20062024;80869;AT;7189094;33091453;2;1;1;5;4;5;2;2;2;1;81;322;3;95389504;25;442
ESS11e01;11;10;20062024;80891;AT;12197962;33091453;3;4;2;6;3;7;1;2;2;1;23;313;2;5621956;69;128
ESS11e01;11;10;20062024;80895;AT;8389371;33091453;2;1;3;0;0;0;1;2;1;2;60;322;7;8174201;76;171
ESS11e01;11;10;20062024;80914;AT;65483123;33091453;3;2;2;5;3;3;1;2;2;2;39;322;2;10472379;36;788
ESS11e01;11;10;20062024;80925;AT;10828215;33091453;3;4;3;0;0;0;2;2;2;2;48;322;2;6333122;53;58
ESS11e01;11;10;20062024;80984;AT;46410987;33091453;2;3;3;4;3;2;1;2;1;1;28;322;3;147759;18;418
ESS11e01;11;10;20062024;81044;AT;1112123;33091453;3;2;2;3;5;2;1;2;1;2;54;212;4;6166261;101;295
ESS11e01;11;10;20062024;81057;AT;37437;33091453;4;1;1;6;3;3;2;2;2;2;24;212;1;18317816;66;116
ESS11e01;11;10;20062024;81059;AT;4991056;33091453;1;3;3;5;4;5;1;2;1;1;62;322;7;13739859;48;39
ESS11e01;11;10;20062024;81108;AT;1112123;33091453;1;2;3;5;2;2;1;2;1;2;69;212;2;6166261;101;288
ESS11e01;11;10;20062024;81123;AT;6098981;33091453;2;4;3;3;5;4;1;2;2;1;21;423;3;11243912;69;126
ESS11e01;11;10;20062024;81135;AT;9245242;33091453;3;3;1;8;4;4;2;2;2;2;52;322;7;7417481;86;203
ESS11e01;11;10;20062024;81139;AT;10828215;33091453;2;2;2;5;4;3;1;2;2;1;71;322;5;6333122;53;61
ESS11e01;11;10;20062024;81172;AT;535149;33091453;3;2;2;4;3;3;2;2;2;1;51;322;5;12814451;56;70
ESS11e01;11;10;20062024;81178;AT;24601786;33091453;2;1;1;0;0;0;1;2;1;1;82;212;2;27874564;111;333
ESS11e01;11;10;20062024;81196;AT;25977087;33091453;2;3;3;8;7;6;1;2;2;1;37;313;6;26398804;10;383
ESS11e01;11;10;20062024;81207;AT;308891;33091453;4;1;1;0;0;0;1;2;2;2;42;322;8;22200843;53;57
ESS11e01;11;10;20062024;81224;AT;9137663;33091453;2;3;3;7;7;7;1;2;2;2;75;113;3;7504808;3;349
ESS11e01;11;10;20062024;81240;AT;11181765;33091453;1;3;3;7;4;6;1;2;1;1;61;322;8;61328785;49;48
ESS11e01;11;10;20062024;81263;AT;15187103;33091453;1;3;3;9;9;9;1;2;1;2;68;322;9;45154372;95;528
ESS11e01;11;10;20062024;81284;AT;13992444;33091453;3;1;1;4;2;2;2;2;1;2;66;322;2;490096;34;752
ESS11e01;11;10;20062024;81291;AT;15606704;33091453;2;2;2;6;2;2;1;2;2;2;78;322;6;43940352;63;501
ESS11e01;11;10;20062024;81304;AT;6273312;33091453;2;3;3;7;6;5;1;2;2;2;79;610;5;10931451;110;330
ESS11e01;11;10;20062024;81306;AT;54871124;33091453;2;3;3;10;10;10;1;2;1;2;53;322;2;12497723;42;23
ESS11e01;11;10;20062024;81312;AT;9893861;33091453;2;3;3;6;5;5;1;2;2;2;57;720;9;69312076;82;195
ESS11e01;11;10;20062024;81314;AT;6854701;33091453;3;1;1;9;2;2;3;2;1;1;39;800;4;10004288;12;580
ESS11e01;11;10;20062024;81341;AT;48490664;33091453;3;3;2;2;3;2;1;2;1;2;82;212;3;14142188;113;338
ESS11e01;11;10;20062024;81350;AT;71400285;33091453;2;2;2;4;1;1;1;2;2;1;53;322;3;96045004;27;637
ESS11e01;11;10;20062024;81376;AT;54865414;33091453;3;3;3;5;1;1;1;2;1;2;59;212;1;12499023;51;51
ESS11e01;11;10;20062024;81394;AT;19964224;33091453;3;2;2;4;3;3;1;2;1;2;41;322;7;34349647;48;44
ESS11e01;11;10;20062024;81463;AT;41946852;33091453;4;1;3;0;0;0;2;2;1;2;73;212;1;16348403;76;169
ESS11e01;11;10;20062024;81496;AT;68042654;33091453;1;2;2;5;4;4;1;2;1;2;75;322;3;10078443;2;554
ESS11e01;11;10;20062024;81505;AT;2774087;33091453;3;3;2;7;5;6;1;1;2;2;44;610;6;2472035;35;754
ESS11e01;11;10;20062024;81510;AT;9025512;33091453;2;4;3;7;4;4;1;2;1;1;50;322;7;75980625;98;258
ESS11e01;11;10;20062024;81520;AT;12197962;33091453;2;3;3;5;3;4;1;2;2;1;21;313;2;5621956;69;132
ESS11e01;11;10;20062024;81534;AT;41370142;33091453;2;2;2;1;0;0;1;2;1;1;76;322;2;16576303;108;320
ESS11e01;11;10;20062024;81545;AT;3738557;33091453;1;2;2;4;2;2;1;2;2;1;74;720;2;18343014;65;115
ESS11e01;11;10;20062024;81570;AT;5486541;33091453;3;2;2;5;5;5;1;2;1;2;69;322;3;12499023;51;52
ESS11e01;11;10;20062024;81571;AT;14280057;33091453;2;2;3;5;5;5;1;2;1;2;47;423;6;48022502;27;653
ESS11e01;11;10;20062024;81632;AT;21405962;33091453;2;3;3;7;5;4;1;2;2;1;42;423;7;32036123;56;72
ESS11e01;11;10;20062024;81636;AT;10258213;33091453;2;3;3;4;4;2;1;2;2;1;68;322;5;6685024;55;68
ESS11e01;11;10;20062024;81641;AT;89897954;33091453;1;4;4;4;1;2;1;1;1;2;23;423;1;762825;106;537
ESS11e01;11;10;20062024;81643;AT;87345386;33091453;3;3;3;7;4;4;2;2;2;2;32;610;8;7851177;100;268
ESS11e01;11;10;20062024;81646;AT;5484398;33091453;2;2;2;7;5;5;1;2;1;1;26;322;2;12503908;46;34
ESS11e01;11;10;20062024;81682;AT;8841213;33091453;3;1;1;2;0;0;1;2;2;2;57;322;3;77564473;60;97
ESS11e01;11;10;20062024;81711;AT;7189094;33091453;2;3;3;8;7;8;1;2;1;2;63;610;3;95389504;25;440
ESS11e01;11;10;20062024;81733;AT;38490957;33091453;3;2;2;6;1;1;2;2;2;2;18;212;1;17816238;102;300
ESS11e01;11;10;20062024;81865;AT;13796715;33091453;2;2;2;3;2;2;1;2;1;2;48;322;7;4970488;67;122
ESS11e01;11;10;20062024;81882;AT;32471356;33091453;2;4;3;6;5;5;1;2;1;2;56;422;9;21119046;10;389
ESS11e01;11;10;20062024;81896;AT;13096625;33091453;3;1;1;5;1;1;1;2;2;1;44;720;7;52361895;36;810
ESS11e01;11;10;20062024;81901;AT;13340112;33091453;2;2;2;7;5;5;1;2;1;2;46;610;3;5140617;28;673
ESS11e01;11;10;20062024;81912;AT;23396924;33091453;1;3;3;6;3;3;1;1;2;1;37;620;4;2931001;44;469
ESS11e01;11;10;20062024;81915;AT;5797645;33091453;3;2;2;4;4;4;2;2;2;2;28;610;3;1182832;87;217
ESS11e01;11;10;20062024;81921;AT;3912094;33091453;3;2;2;5;3;4;1;2;1;1;84;322;3;17529335;45;31
ESS11e01;11;10;20062024;81929;AT;93086755;33091453;4;2;2;0;0;0;1;2;2;1;57;212;2;7366935;40;13
ESS11e01;11;10;20062024;81937;AT;69250387;33091453;1;1;1;8;5;5;1;2;2;2;75;322;4;9902675;33;465
ESS11e01;11;10;20062024;81944;AT;18307328;33091453;4;2;1;4;1;2;2;2;2;1;59;322;2;37458446;74;511
ESS11e01;11;10;20062024;81970;AT;3912094;33091453;3;2;2;6;4;5;1;2;2;1;79;322;3;17529335;45;31
ESS11e01;11;10;20062024;81973;AT;16449956;33091453;2;3;2;6;5;4;1;2;2;2;37;710;4;41687896;19;421
ESS11e01;11;10;20062024;82034;AT;3924285;33091453;1;4;4;5;4;4;1;2;1;1;43;610;8;1747488;104;311
ESS11e01;11;10;20062024;82043;AT;47646317;33091453;2;1;1;0;0;0;1;2;2;2;80;322;3;14392803;52;55
ESS11e01;11;10;20062024;82053;AT;8772065;33091453;3;2;3;5;5;5;2;2;2;2;59;212;4;781759;96;252
ESS11e01;11;10;20062024;82057;AT;4991056;33091453;2;3;3;6;4;5;1;2;1;1;90;322;3;13739859;48;45
ESS11e01;11;10;20062024;82089;AT;17313002;33091453;2;1;1;7;6;6;3;2;2;2;29;322;8;3960977;99;259
ESS11e01;11;10;20062024;82107;AT;10806355;33091453;2;3;2;10;7;7;1;2;1;2;73;212;3;63459325;58;85
ESS11e01;11;10;20062024;82152;AT;11622558;33091453;1;3;2;7;7;6;1;2;2;2;61;422;7;59002853;75;162
ESS11e01;11;10;20062024;82161;AT;10973082;33091453;1;3;4;10;7;7;1;2;1;1;75;423;10;62495115;51;53
ESS11e01;11;10;20062024;82178;AT;5797645;33091453;3;3;3;6;6;6;1;2;1;2;55;322;4;1182832;87;216
ESS11e01;11;10;20062024;82183;AT;6098981;33091453;1;3;3;8;6;5;1;2;1;1;56;422;6;11243912;69;137
ESS11e01;11;10;20062024;82201;AT;12197961;33091453;3;4;3;4;1;4;1;2;1;2;30;800;4;56219567;69;140
ESS11e01;11;10;20062024;82209;AT;43672693;33091453;2;2;2;7;4;3;1;2;1;1;90;322;3;15702354;100;272
ESS11e01;11;10;20062024;82243;AT;6989865;33091453;2;2;2;6;4;4;1;2;1;2;81;800;7;9810835;26;623
ESS11e01;11;10;20062024;82295;AT;6098981;33091453;2;2;2;7;6;3;1;2;1;1;59;212;2;11243912;69;149
ESS11e01;11;10;20062024;82316;AT;49910563;33091453;2;2;2;6;3;4;1;2;1;1;60;322;4;13739858;48;42
ESS11e01;11;10;20062024;82323;AT;45688316;33091453;2;2;2;9;4;7;1;1;1;1;35;422;8;15009616;3;350
ESS11e01;11;10;20062024;82346;AT;68042654;33091453;2;4;4;9;8;9;1;2;2;2;75;322;2;10078443;2;551
ESS11e01;11;10;20062024;82349;AT;1163636;33091453;3;2;3;3;1;1;1;2;2;2;54;322;6;58932864;5;367
ESS11e01;11;10;20062024;82358;AT;9025512;33091453;2;4;4;9;7;7;1;2;2;2;62;610;8;75980625;98;256
ESS11e01;11;10;20062024;82376;AT;3738557;33091453;2;3;3;10;5;5;1;2;1;1;75;322;3;18343014;65;115
ESS11e01;11;10;20062024;82449;AT;48347318;33091453;2;3;3;10;8;8;1;2;1;2;87;212;2;14184118;61;104
ESS11e01;11;10;20062024;82455;AT;17313001;33091453;3;3;3;5;5;5;2;2;2;2;49;322;6;39609775;99;264
ESS11e01;11;10;20062024;82463;AT;19964224;33091453;3;1;1;5;4;5;1;2;2;2;46;322;5;34349647;48;44
ESS11e01;11;10;20062024;82484;AT;13158097;33091453;3;3;3;6;1;1;2;2;2;2;46;422;6;52117265;96;249
ESS11e01;11;10;20062024;82519;AT;49630266;33091453;3;1;2;6;6;6;1;2;2;1;74;322;4;13817456;7;375
ESS11e01;11;10;20062024;82520;AT;8656501;33091453;2;4;4;6;5;5;2;2;2;1;82;322;6;7921954;99;262
ESS11e01;11;10;20062024;82525;AT;16242322;33091453;2;3;3;6;5;4;1;2;2;2;51;322;8;42220816;53;61
ESS11e01;11;10;20062024;82545;AT;5797645;33091453;3;1;2;2;1;1;1;2;1;1;82;322;3;1182832;87;212
ESS11e01;11;10;20062024;82572;AT;7698192;33091453;1;2;1;3;0;0;1;2;1;2;70;212;6;89081185;102;299
ESS11e01;11;10;20062024;82573;AT;91099936;33091453;3;3;3;8;5;5;1;2;2;1;55;322;6;75276016;93;236
ESS11e01;11;10;20062024;82588;AT;48294935;33091453;3;3;1;2;0;0;2;2;2;2;63;322;1;14199503;17;413
ESS11e01;11;10;20062024;82598;AT;1147912;33091453;2;3;3;5;4;2;1;2;2;1;49;800;10;59740123;43;29
ESS11e01;11;10;20062024;82605;AT;4328124;33091453;4;2;2;0;0;0;3;2;2;1;47;322;6;15844372;16;406
ESS11e01;11;10;20062024;82619;AT;9099708;33091453;3;2;2;4;4;2;1;2;2;2;62;322;8;75361104;62;108
ESS11e01;11;10;20062024;82620;AT;11547288;33091453;2;3;3;4;5;5;1;2;1;1;63;322;8;5938746;102;301
ESS11e01;11;10;20062024;82666;AT;68042654;33091453;2;3;3;8;4;4;1;2;1;2;74;322;3;10078443;2;552
ESS11e01;11;10;20062024;82719;AT;12480563;33091453;4;2;2;1;0;1;2;2;2;2;31;322;4;54946565;94;242
ESS11e01;11;10;20062024;82732;AT;60989803;33091453;2;2;2;4;3;2;1;2;1;2;47;313;2;11243913;69;145
ESS11e01;11;10;20062024;82745;AT;573956;33091453;3;2;2;5;4;2;1;2;2;2;77;322;3;11948025;43;29
ESS11e01;11;10;20062024;82748;AT;1326182;33091453;2;2;2;5;4;2;1;2;2;1;49;322;8;5170965;60;98
ESS11e01;11;10;20062024;82773;AT;16640749;33091453;3;3;3;2;1;0;1;2;2;2;41;322;9;41209927;94;241
ESS11e01;11;10;20062024;82784;AT;81462234;33091453;3;3;3;5;3;3;1;2;2;1;58;322;6;8418184;38;3
ESS11e01;11;10;20062024;82823;AT;5129107;33091453;1;1;1;3;3;3;1;2;1;2;66;422;6;13370047;55;65
ESS11e01;11;10;20062024;82825;AT;45549974;33091453;3;3;3;5;2;2;2;2;2;2;69;322;1;15055202;93;235
ESS11e01;11;10;20062024;82863;AT;8656501;33091453;2;3;3;4;3;5;2;2;2;2;69;322;5;7921954;99;265
ESS11e01;11;10;20062024;82887;AT;1070298;33091453;1;3;3;10;10;8;1;2;1;2;86;212;3;6407226;56;76
ESS11e01;11;10;20062024;82926;AT;14280057;33091453;2;2;2;5;2;2;1;2;1;2;59;322;7;48022502;27;645
ESS11e01;11;10;20062024;82959;AT;16292448;33091453;4;1;2;4;3;3;1;2;2;2;37;423;6;42090914;38;7
ESS11e01;11;10;20062024;82960;AT;8700288;33091453;2;2;2;8;6;6;1;2;1;2;62;322;4;78820845;103;308
ESS11e01;11;10;20062024;83050;AT;9641515;33091453;3;2;2;4;2;1;1;2;2;2;68;322;6;7112617;41;16
ESS11e01;11;10;20062024;83068;AT;3924285;33091453;1;3;3;6;7;5;1;2;1;1;76;322;7;1747488;104;310
ESS11e01;11;10;20062024;83073;AT;21405962;33091453;2;3;3;6;4;3;1;2;2;1;48;610;8;32036123;56;72
ESS11e01;11;10;20062024;83081;AT;19245479;33091453;1;2;2;1;2;2;1;1;1;1;51;322;10;35632474;102;299
ESS11e01;11;10;20062024;83122;AT;22242458;33091453;3;3;1;3;2;2;1;2;2;2;53;322;6;3083131;101;289
ESS11e01;11;10;20062024;83138;AT;13261819;33091453;2;3;2;3;2;1;1;2;1;2;54;610;5;51709655;60;97
ESS11e01;11;10;20062024;83151;AT;15605932;33091453;3;2;1;0;0;0;2;2;2;2;24;423;10;43942523;32;723
ESS11e01;11;10;20062024;83166;AT;15187103;33091453;3;3;4;5;5;5;1;2;2;2;63;720;4;45154372;95;527
ESS11e01;11;10;20062024;83180;AT;17776717;33091453;4;1;1;9;9;9;3;2;2;1;32;322;5;3857653;107;316
ESS11e01;11;10;20062024;83238;AT;46543378;33091453;2;2;2;10;10;7;1;2;1;2;63;322;2;1473387;40;14
ESS11e01;11;10;20062024;83293;AT;68042654;33091453;3;1;1;7;3;2;2;2;1;2;76;422;4;10078443;2;572
ESS11e01;11;10;20062024;83312;AT;9025512;33091453;1;3;4;8;7;7;1;2;2;1;83;322;8;75980625;98;257
ESS11e01;11;10;20062024;83341;AT;40042904;33091453;2;3;3;7;4;6;1;2;1;2;65;422;3;17125732;112;335
ESS11e01;11;10;20062024;83360;AT;31211865;33091453;2;3;3;4;3;1;1;2;2;1;42;322;6;21971262;32;729
ESS11e01;11;10;20062024;83362;AT;5023222;33091453;2;2;2;6;6;6;2;1;2;1;72;322;2;13651877;8;379
ESS11e01;11;10;20062024;83384;AT;13598129;33091453;3;3;3;7;7;7;2;2;2;2;27;213;8;5043077;73;160
ESS11e01;11;10;20062024;83391;AT;14504197;33091453;2;3;3;6;5;4;1;2;2;1;52;322;9;47280392;61;102
ESS11e01;11;10;20062024;83399;AT;5129107;33091453;3;2;2;6;3;5;1;2;1;2;64;212;2;13370047;55;69
ESS11e01;11;10;20062024;83419;AT;94841164;33091453;3;2;3;6;4;5;1;2;2;2;65;322;7;7230658;39;10
ESS11e01;11;10;20062024;83423;AT;7366085;33091453;3;1;2;5;4;4;2;2;2;2;53;212;1;9309749;21;615
ESS11e01;11;10;20062024;83425;AT;43860325;33091453;2;2;2;0;0;1;1;2;1;2;55;422;5;1563518;96;252
ESS11e01;11;10;20062024;83463;AT;11535693;33091453;2;3;3;5;2;3;1;2;1;1;71;322;6;5944714;50;49
ESS11e01;11;10;20062024;83519;AT;1473217;33091453;3;2;2;3;3;3;1;2;1;1;74;322;6;46548745;21;609
ESS11e01;11;10;20062024;83557;AT;8656248;33091453;1;2;4;9;9;9;2;2;1;2;48;313;1;7922186;16;406
ESS11e01;11;10;20062024;83587;AT;20412798;33091453;2;3;3;9;7;7;1;1;2;2;35;610;9;3359481;2;568
ESS11e01;11;10;20062024;83621;AT;13096625;33091453;2;2;2;5;3;3;1;2;1;2;61;423;9;52361895;36;815
ESS11e01;11;10;20062024;83643;AT;4820758;33091453;3;2;2;4;4;3;1;2;2;2;72;322;4;14225233;41;20
ESS11e01;11;10;20062024;83663;AT;14795358;33091453;3;2;2;6;5;4;1;2;2;2;43;322;7;46349948;57;77
ESS11e01;11;10;20062024;83673;AT;10528193;33091453;3;1;1;5;3;3;1;2;1;1;77;322;3;65135973;78;179
ESS11e01;11;10;20062024;83693;AT;14795358;33091453;2;3;3;5;5;4;1;2;2;1;41;423;7;46349948;57;77
ESS11e01;11;10;20062024;83774;AT;41370142;33091453;2;4;3;6;9;8;1;2;1;1;49;422;8;16576303;108;318
ESS11e01;11;10;20062024;83775;AT;5403178;33091453;2;2;2;3;0;0;2;2;2;1;51;322;3;12691865;58;87
ESS11e01;11;10;20062024;83810;AT;6670056;33091453;2;1;1;1;0;0;1;2;2;1;57;322;6;10281234;28;662
ESS11e01;11;10;20062024;83839;AT;6098981;33091453;3;3;3;7;5;3;1;2;1;1;40;313;3;11243912;69;151
ESS11e01;11;10;20062024;83881;AT;426831;33091453;3;3;3;8;5;5;1;2;1;2;74;212;2;16066408;90;228
ESS11e01;11;10;20062024;83906;AT;8772065;33091453;4;2;2;0;0;0;2;2;2;1;23;212;5;781759;96;248
ESS11e01;11;10;20062024;83941;AT;5264096;33091453;3;4;5;7;6;6;3;2;2;2;21;313;1;13027195;78;180
ESS11e01;11;10;20062024;83946;AT;10806355;33091453;4;2;2;8;8;5;1;2;1;2;84;212;2;63459325;58;88
ESS11e01;11;10;20062024;83950;AT;56626964;33091453;2;1;2;8;7;7;1;2;1;1;49;322;5;12110203;7;372
ESS11e01;11;10;20062024;83961;AT;12480563;33091453;2;3;3;4;2;2;1;1;2;2;56;322;10;54946565;94;243
ESS11e01;11;10;20062024;83987;AT;8729491;33091453;3;2;2;7;6;6;1;2;2;2;66;322;6;78557164;105;315
ESS11e01;11;10;20062024;83989;AT;37374142;33091453;2;1;1;0;0;0;1;2;1;2;57;322;5;18348624;13;395
ESS11e01;11;10;20062024;84001;AT;11622558;33091453;4;1;3;3;5;4;1;1;1;2;66;322;5;59002853;75;163
ESS11e01;11;10;20062024;84044;AT;8320375;33091453;2;3;3;7;4;6;1;2;1;2;68;322;4;8241984;94;247
ESS11e01;11;10;20062024;84046;AT;5023222;33091453;2;2;2;1;1;2;1;2;1;2;64;322;3;13651877;8;376
ESS11e01;11;10;20062024;84048;AT;60989815;33091453;3;2;3;6;6;3;1;2;1;2;39;322;3;11243911;69;150
ESS11e01;11;10;20062024;84060;AT;74771136;33091453;2;1;1;5;1;3;1;2;2;2;77;322;5;9171508;65;114
ESS11e01;11;10;20062024;84079;AT;86562467;33091453;2;1;1;1;3;3;1;2;1;1;66;322;6;7922187;16;407
ESS11e01;11;10;20062024;84128;AT;83893704;33091453;2;2;2;4;3;3;1;2;1;2;56;322;9;81742014;76;169
ESS11e01;11;10;20062024;84169;AT;6465898;33091453;3;3;2;6;5;5;1;2;1;2;60;710;8;1060586;37;831
ESS11e01;11;10;20062024;84173;AT;13870435;33091453;3;2;2;3;0;0;1;2;2;1;30;423;6;494407;35;753
ESS11e01;11;10;20062024;84180;AT;10381324;33091453;2;1;3;1;1;1;1;2;2;2;62;610;7;66057476;64;111
ESS11e01;11;10;20062024;84184;AT;581818;33091453;3;3;4;4;5;4;1;2;1;2;58;423;3;11786573;5;361
ESS11e01;11;10;20062024;84188;AT;68042654;33091453;2;3;3;5;4;4;2;2;2;2;31;720;3;10078443;2;544
ESS11e01;11;10;20062024;84205;AT;65053284;33091453;2;3;3;9;8;8;1;2;1;1;73;322;2;10541574;54;492
ESS11e01;11;10;20062024;84216;AT;4112489;33091453;3;2;2;3;4;4;1;2;1;1;72;322;5;16675158;19;421
ESS11e01;11;10;20062024;84228;AT;96694636;33091453;3;2;2;4;2;1;1;2;2;2;63;322;5;7092059;61;103
ESS11e01;11;10;20062024;84294;AT;784857;33091453;2;3;3;6;4;5;2;2;2;2;64;322;6;873744;104;309
ESS11e01;11;10;20062024;84332;AT;10806355;33091453;2;3;3;6;4;2;1;2;2;2;74;322;7;63459325;58;82
ESS11e01;11;10;20062024;84345;AT;71400285;33091453;3;2;2;6;3;3;1;2;1;1;69;520;4;96045004;27;634
ESS11e01;11;10;20062024;84389;AT;41370142;33091453;2;4;4;9;8;7;1;2;1;2;41;423;7;16576303;108;321
